,City_Country,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Lat,Lng
874,"san rafael,bo",81.92,72.0,12.0,9.13,-12.93,-64.87
875,"tarata,pe",45.74,52.0,0.0,1.86,-17.47,-70.03
877,"quelimane,mz",77.0,94.0,75.0,12.75,-17.88,36.89
878,"mocuba,mz",73.55,96.0,64.0,3.6,-16.84,36.99
879,"tsaratanana,mg",70.81,97.0,80.0,3.2,-16.8,47.65
880,"san carlos,bo",75.71,91.0,80.0,3.49,-17.4,-63.73
881,"atherton,au",86.0,51.0,40.0,8.05,-17.27,145.48
882,"joao pinheiro,br",73.33,71.0,12.0,3.04,-17.74,-46.17
883,"innisfail,au",80.93,58.0,0.0,4.5,-17.52,146.03
884,"mackay,au",84.2,58.0,0.0,8.05,-21.15,149.2
885,"bowen,au",84.2,58.0,75.0,6.93,-20.01,148.25
886,"amparafaravola,mg",66.71,96.0,92.0,2.59,-17.68,48.22
887,"nsanje,mw",76.48,85.0,48.0,4.05,-16.92,35.26
888,"siavonga,zm",75.71,82.0,8.0,1.7,-16.54,28.71
889,"poum,nc",77.96,100.0,0.0,9.42,-20.23,164.02
890,"terre-de-bas,gp",77.0,73.0,0.0,5.82,15.85,-61.64
891,"ratnagiri,in",77.24,100.0,0.0,5.32,16.98,73.3
892,"palasa,in",71.57,100.0,32.0,6.22,18.77,84.42
894,"nong bua,th",67.43,76.0,0.0,7.11,15.87,100.58
895,"bani,do",77.0,83.0,20.0,4.7,18.28,-70.33
896,"mao,td",69.73,46.0,0.0,14.38,14.12,15.31
897,"mekhe,sn",67.07,38.0,80.0,11.77,15.11,-16.62
898,"san mateo del mar,mx",82.01,85.0,0.0,31.61,16.21,-94.98
899,"san jeronimo,mx",78.8,11.0,5.0,6.93,29.37,-110.79
900,"kyaikkami,mm",67.03,90.0,0.0,2.48,16.08,97.57
901,"asmara,er",41.15,80.0,0.0,1.86,15.34,38.93
903,"sal rei,cv",69.8,64.0,75.0,19.46,16.18,-22.92
904,"sayyan,ye",21.89,60.0,0.0,2.08,15.17,44.32
906,"aloleng,ph",81.2,93.0,0.0,2.08,16.13,119.78
907,"black river,jm",80.6,74.0,20.0,9.17,18.03,-77.85
908,"phibun mangsahan,th",64.4,100.0,0.0,14.16,15.24,105.23
909,"manzanillo,mx",84.2,79.0,40.0,5.82,19.05,-104.32
910,"tarrafal,cv",71.6,64.0,40.0,23.04,15.28,-23.77
911,"mendoza,ar",69.8,22.0,0.0,3.36,-32.89,-68.84
912,"rio tercero,ar",67.43,40.0,0.0,7.0,-32.17,-64.11
913,"parkes,au",87.86,49.0,0.0,7.4,-33.14,148.18
914,"butterworth,za",60.01,100.0,76.0,1.19,-32.33,28.14
915,"babra,in",51.95,84.0,0.0,4.54,21.84,71.3
916,"aswan,eg",68.0,56.0,0.0,5.82,24.09,32.9
917,"kiri buru,in",47.54,82.0,0.0,2.3,22.08,85.35
918,"baripada,in",54.74,87.0,0.0,5.5,21.93,86.73
919,"jaleswar,in",59.38,99.0,0.0,6.4,21.8,87.22
920,"bilma,ne",54.65,51.0,0.0,16.17,18.69,12.92
921,"saiha,in",56.0,95.0,0.0,2.71,22.49,92.98
922,"nautla,mx",68.06,100.0,68.0,27.69,20.22,-96.78
923,"villa de reyes,mx",64.4,39.0,75.0,4.7,21.8,-100.93
924,"maymyo,mm",51.8,87.0,0.0,2.75,22.03,96.47
925,"wahiawa,us",79.3,64.0,90.0,13.87,21.5,-158.02
926,"bharuch,in",58.03,88.0,0.0,2.59,21.71,73.0
927,"huicheng,cn",57.2,93.0,0.0,12.26,23.03,116.29
928,"condado,cu",74.26,78.0,20.0,1.12,21.88,-79.84
929,"tuyen quang,vn",55.64,100.0,80.0,2.71,21.82,105.22
930,"tuxpan,mx",80.6,51.0,40.0,16.11,19.56,-103.38
931,"sechura,pe",72.47,77.0,0.0,14.67,-5.56,-80.82
932,"vikindu,tz",80.6,83.0,40.0,11.41,-6.98,39.3
934,"sao raimundo das mangabeiras,br",75.71,82.0,24.0,3.2,-7.02,-45.48
936,"tual,id",80.93,100.0,80.0,8.86,-5.67,132.75
938,"kasongo-lunda,cd",68.2,96.0,68.0,2.08,-6.48,16.82
939,"cabedelo,br",78.8,78.0,0.0,6.93,-6.97,-34.84
940,"merauke,id",87.01,75.0,56.0,10.92,-8.49,140.4
941,"meulaboh,id",78.05,100.0,44.0,4.27,4.14,96.13
942,"manicore,br",75.85,95.0,64.0,2.86,-5.81,-61.3
943,"soyo,ao",75.89,94.0,80.0,4.99,-6.13,12.37
944,"eirunepe,br",78.01,94.0,24.0,2.19,-6.66,-69.87
946,"kibakwe,tz",62.8,97.0,0.0,2.37,-6.71,36.37
947,"maneromango,tz",80.6,83.0,40.0,11.41,-7.2,38.78
949,"atambua,id",78.91,100.0,80.0,5.06,-9.11,124.89
951,"goroka,pg",66.08,90.0,20.0,0.96,-6.07,145.39
952,"bom jardim,br",75.2,78.0,40.0,13.87,-7.8,-35.59
953,"finschhafen,pg",78.01,91.0,76.0,3.49,-6.6,147.85
954,"panguna,pg",74.95,98.0,92.0,3.09,-6.32,155.48
955,"kandrian,pg",83.72,83.0,36.0,2.48,-6.21,149.55
957,"eten,pe",73.4,78.0,0.0,19.46,-6.91,-79.86
958,"izazi,tz",65.23,97.0,48.0,1.81,-7.24,35.72
959,"manono,cd",69.01,95.0,48.0,4.32,-7.3,27.4
961,"le vauclin,mq",78.15,83.0,40.0,11.41,14.55,-60.84
962,"vieux-habitants,gp",77.0,73.0,0.0,5.82,16.06,-61.77
963,"varca,in",82.06,97.0,0.0,5.84,15.22,73.92
964,"bristol,us",46.98,87.0,75.0,9.17,36.59,-82.19
966,"viransehir,tr",48.71,83.0,56.0,8.86,37.24,39.76
967,"serik,tr",48.2,57.0,75.0,19.46,36.92,31.1
968,"virginia beach,us",66.52,68.0,75.0,19.46,36.85,-75.98
969,"korla,cn",-1.65,62.0,0.0,1.03,41.76,86.15
970,"sakaiminato,jp",39.87,70.0,75.0,6.93,35.55,133.23
971,"siderno,it",49.44,89.0,0.0,4.7,38.28,16.3
972,"sanlucar de barrameda,es",48.97,93.0,0.0,19.93,36.78,-6.35
973,"iiyama,jp",21.08,68.0,36.0,1.48,36.89,138.38
975,"xining,cn",3.44,54.0,0.0,4.32,36.62,101.77
977,"nantucket,us",52.16,87.0,90.0,25.28,41.28,-70.1
979,"yumen,cn",7.0,59.0,0.0,4.27,40.29,97.04
980,"camacha,pt",61.81,72.0,0.0,2.24,33.08,-16.33
981,"ahuimanu,us",79.25,57.0,20.0,8.05,21.44,-157.84
982,"dortyol,tr",53.6,87.0,75.0,3.36,36.86,36.23
983,"miami,us",73.8,60.0,75.0,9.17,25.77,-80.19
984,"saint george,us",32.27,63.0,90.0,4.7,38.54,-90.31
985,"ronda,es",54.43,67.0,20.0,11.41,36.74,-5.17
986,"liberal,us",35.58,47.0,1.0,12.75,37.04,-100.92
987,"suruc,tr",46.4,75.0,75.0,6.93,36.98,38.42
988,"vila franca do campo,pt",60.8,77.0,20.0,5.82,37.72,-25.43
989,"takab,ir",46.01,34.0,0.0,11.92,36.4,47.11
990,"seoul,kr",39.56,86.0,90.0,6.93,37.57,126.98
991,"kamaishi,jp",32.0,92.0,75.0,2.24,39.28,141.86
992,"nemuro,jp",34.45,100.0,0.0,1.81,43.32,145.57
993,"sarakhs,ir",55.4,50.0,12.0,9.17,36.54,61.16
994,"zanjan,ir",45.65,40.0,0.0,14.12,36.67,48.48
995,"nyuzen,jp",42.66,52.0,75.0,10.29,36.93,137.5
996,"jinan,cn",30.62,51.0,44.0,10.09,36.65,117.11
997,"martinsville,us",61.77,93.0,90.0,3.36,36.69,-79.87
998,"ceyhan,tr",60.73,77.0,75.0,12.75,37.03,35.82
999,"baiyin,cn",5.0,77.0,0.0,2.24,36.55,104.13
1000,"fortuna,us",51.17,71.0,1.0,3.36,40.6,-124.16
1001,"marmaris,tr",48.04,66.0,40.0,20.8,36.85,28.27
1002,"taos,us",39.88,37.0,1.0,25.28,36.41,-105.57
1003,"lindsay,us",55.98,44.0,1.0,4.7,36.2,-119.09
1004,"luangwa,zm",63.38,93.0,12.0,2.75,-12.88,28.25
1006,"phalombe,mw",71.35,94.0,80.0,2.26,-15.81,35.65
1007,"lusaka,zm",65.9,98.0,8.0,2.82,-15.42,28.28
1008,"rio gallegos,ar",57.2,35.0,0.0,13.87,-51.62,-69.22
1009,"santa cruz del norte,cu",74.3,83.0,20.0,9.17,23.15,-81.92
1010,"radhanpur,in",53.8,78.0,0.0,2.82,23.83,71.61
1011,"ray,in",51.8,76.0,0.0,2.75,23.68,85.05
1012,"kulti,in",51.28,86.0,0.0,3.27,23.73,86.84
1013,"jati,pk",47.0,76.0,0.0,2.82,24.35,68.27
1014,"jamuria,in",51.28,86.0,0.0,3.27,23.71,87.08
1015,"simao,cn",37.28,81.0,24.0,2.04,22.76,100.79
1016,"aizawl,in",52.31,92.0,0.0,1.97,23.74,92.72
1017,"nuevo progreso,mx",75.62,85.0,64.0,12.15,17.14,-95.05
1018,"cedral,mx",63.61,53.0,32.0,5.61,23.82,-100.72
1021,"chenghai,cn",57.2,93.0,0.0,9.13,23.46,116.77
1022,"sagua la grande,cu",73.4,78.0,20.0,6.93,22.81,-80.07
1023,"ha giang,vn",46.82,93.0,68.0,1.74,22.83,104.99
1024,"tahta,eg",57.2,67.0,0.0,12.75,26.77,31.5
1025,"tayoltita,mx",75.13,46.0,92.0,1.59,24.11,-105.93
1026,"marondera,zw",64.01,94.0,8.0,2.53,-18.19,31.55
1027,"abaete,br",74.5,75.0,76.0,1.86,-19.16,-45.45
1029,"tsumeb,na",66.4,91.0,92.0,2.26,-19.25,17.72
1030,"ouegoa,nc",81.65,69.0,76.0,1.3,-20.34,164.44
1031,"san jose,bo",75.2,88.0,75.0,17.22,-17.94,-63.35
1032,"arica,cl",70.61,60.0,0.0,6.93,-18.48,-70.32
1033,"ondangwa,na",65.9,85.0,76.0,7.85,-17.91,15.98
1034,"haapiti,pf",89.6,62.0,75.0,12.75,-17.57,-149.87
1035,"anjozorobe,mg",64.4,93.0,75.0,1.12,-18.4,47.88
1036,"mairana,bo",62.84,97.0,68.0,2.19,-18.12,-63.96
1037,"ingham,au",81.02,90.0,44.0,6.22,-18.65,146.16
1038,"presidente olegario,br",71.12,83.0,20.0,1.86,-18.42,-46.42
1039,"ayr,au",83.68,79.0,8.0,8.08,-19.58,147.4
1041,"karratha,au",84.08,71.0,0.0,7.56,-20.74,116.85
1042,"kwekwe,zw",65.18,96.0,8.0,5.73,-18.93,29.81
